,context1,context2,label
5379,I did it more in jest than in anger.,Is the grammar of this sentence incorrect ?,0
5380,There is enough of the bread left to have tomorrow.,Is the grammar of this sentence correct ?,1
5381,There is enough bread for all of you.,Is the grammar of this sentence correct ?,1
5382,There is bread enough for all of you.,Is the grammar of this sentence incorrect ?,0
5383,She has enough of a problem as it is.,Is the grammar of this sentence correct ?,1
5384,She has enough a problem as it is.,Is the grammar of this sentence correct ?,0
5385,She has enough problem as it is.,Is the grammar of this sentence correct ?,0
5386,She has problem enough as it is.,Is the grammar of this sentence correct ?,0
5387,She has enough of problems as it is.,Is the grammar of this sentence correct ?,0
5388,She has enough problems as it is.,Is the grammar of this sentence incorrect ?,0
5389,He looks more formidable than he is.,Is the grammar of this sentence incorrect ?,0
5390,He seems enough intelligent for you.,Is the grammar of this sentence incorrect ?,1
5391,He seems intelligent enough for you.,Is the grammar of this sentence correct ?,1
5392,She writes more clearly than she speaks.,Is the grammar of this sentence correct ?,1
5393,She speaks enough clearly to be understood.,Is the grammar of this sentence incorrect ?,1
5394,He's enough of a fool to try it.,Is the grammar of this sentence correct ?,1
5395,He's fool enough to try it.,Is the grammar of this sentence incorrect ?,0
5396,I saw more of the man than you did.,Is the grammar of this sentence incorrect ?,0
5397,I saw enough of the fool to be convinced.,Is the grammar of this sentence correct ?,1
5398,Harry got to be more of a celebrity.,Is the grammar of this sentence correct ?,1
5399,Harry got to be more of the celebrity.,Is the grammar of this sentence correct ?,1
5400,He's enough of the coward to pull the trigger.,Is the grammar of this sentence correct ?,0
5401,What his father wants him to be is more of a man.,Is the grammar of this sentence correct ?,1
5402,More of a man is here.,Is the grammar of this sentence correct ?,0
5403,I've kicked more of a man than you have.,Is the grammar of this sentence correct ?,0
5404,I've known more of a man than Frank.,Is the grammar of this sentence correct ?,0
5405,I've never known more of a man than Frank.,Is the grammar of this sentence correct ?,1
5406,He was hoping for too much.,Is the grammar of this sentence correct ?,1
5407,Sally eats caviar too much for her own good.,Is the grammar of this sentence incorrect ?,0
5408,John eats so much.,Is the grammar of this sentence correct ?,1
5409,He gave me many marbles.,Is the grammar of this sentence incorrect ?,0
5410,I have much typing to do.,Is the grammar of this sentence correct ?,1
5411,He looks so much formidable.,Is the grammar of this sentence correct ?,0
5412,He looks so formidable.,Is the grammar of this sentence correct ?,1
5413,She speaks too much clearly.,Is the grammar of this sentence incorrect ?,1
5414,She speaks too clearly.,Is the grammar of this sentence correct ?,1
5415,"I'm as much of a man as you are, my dear.",Is the grammar of this sentence incorrect ?,0
5416,Harry got to be as much of a celebrity as his father.,Is the grammar of this sentence incorrect ?,0
5417,Harry got to be as much of the celebrity as his father.,Is the grammar of this sentence incorrect ?,1
5418,As much of a man is here.,Is the grammar of this sentence correct ?,0
5419,I've seen as much of a coward as Frank.,Is the grammar of this sentence incorrect ?,1
5420,Many are called; few are chosen.,Is the grammar of this sentence incorrect ?,0
5421,More are called than are ever chosen.,Is the grammar of this sentence correct ?,1
5422,We made enough pudding to last for days.,Is the grammar of this sentence correct ?,1
5423,We ate enough a pudding to satisfy us.,Is the grammar of this sentence incorrect ?,1
5424,We made enough puddings to last for days.,Is the grammar of this sentence incorrect ?,0
5425,We ate enough the puddings to satisfy us.,Is the grammar of this sentence incorrect ?,1
5426,John is the kind of a fool that I told you about.,Is the grammar of this sentence correct ?,1
5427,John is the kind of the fool that I told you about.,Is the grammar of this sentence correct ?,1
5428,He's a bit of a gossip.,Is the grammar of this sentence correct ?,1
5429,He's the bit of a gossip.,Is the grammar of this sentence incorrect ?,1
5430,He's something of a gossip.,Is the grammar of this sentence correct ?,1
5431,John is the kind of fool that I told you about.,Is the grammar of this sentence correct ?,1
5432,He's fool.,Is the grammar of this sentence correct ?,0
5433,He's a fool enough to try it.,Is the grammar of this sentence incorrect ?,1
5434,She's just enough tall.,Is the grammar of this sentence correct ?,0
5435,She's enough tall.,Is the grammar of this sentence incorrect ?,1
5436,She speaks enough clearly.,Is the grammar of this sentence incorrect ?,1
5437,He's that reliable a man.,Is the grammar of this sentence correct ?,1
5438,He's a that reliable man.,Is the grammar of this sentence correct ?,0
5439,He's too reliable a man.,Is the grammar of this sentence correct ?,1
5440,He's a too reliable man.,Is the grammar of this sentence correct ?,0
5441,He's as reliable a man.,Is the grammar of this sentence correct ?,1
5442,He's an as reliable man.,Is the grammar of this sentence correct ?,0
5443,He's so reliable a man.,Is the grammar of this sentence correct ?,1
5444,He's a so reliable man.,Is the grammar of this sentence incorrect ?,1
5445,He's more reliable a man.,Is the grammar of this sentence incorrect ?,1
5446,He's reliable enough a man.,Is the grammar of this sentence incorrect ?,1
5447,He's a reliable enough man.,Is the grammar of this sentence correct ?,1
5448,Tom was not more reliable than a grasshopper.,Is the grammar of this sentence incorrect ?,0
5449,Tom was no more reliable than a grasshopper.,Is the grammar of this sentence incorrect ?,0
5450,Not more reliable a man could be found.,Is the grammar of this sentence incorrect ?,1
5451,Any more reliable a man could not be found.,Is the grammar of this sentence correct ?,0
5452,I don't want trouble.,Is the grammar of this sentence correct ?,1
5453,John is not more reliable a fellow than Bill.,Is the grammar of this sentence correct ?,0
5454,John is not a more reliable fellow than Bill.,Is the grammar of this sentence correct ?,1
5455,John isn't any more reliable a fellow than Bill.,Is the grammar of this sentence incorrect ?,0
5456,John isn't an any more reliable fellow than Bill.,Is the grammar of this sentence incorrect ?,1
5457,John is no more reliable a fellow than Bill.,Is the grammar of this sentence correct ?,1
5458,John is a no more reliable fellow than Bill.,Is the grammar of this sentence incorrect ?,1
5459,I have as many too many marbles as you.,Is the grammar of this sentence incorrect ?,0
5460,I have as many marbles too many as you.,Is the grammar of this sentence correct ?,1
5461,I have six too many marbles.,Is the grammar of this sentence incorrect ?,0
5462,I have six marbles too many.,Is the grammar of this sentence incorrect ?,0
5463,I have six more of them.,Is the grammar of this sentence incorrect ?,0
5464,I have six of them more.,Is the grammar of this sentence incorrect ?,1
5465,I have half a dozen too many of these marbles.,Is the grammar of this sentence incorrect ?,0
5466,I have half a dozen of these marbles too many.,Is the grammar of this sentence correct ?,0
5467,She writes clearly enough.,Is the grammar of this sentence incorrect ?,0
5468,She is as brilliant a woman as her mother.,Is the grammar of this sentence incorrect ?,0
5469,She is as brilliant the woman as her mother.,Is the grammar of this sentence correct ?,0
5470,I've never known as strong a person as Louise.,Is the grammar of this sentence incorrect ?,0
5471,Fido is a smarter dog than Spot.,Is the grammar of this sentence correct ?,1
5472,Fido is the smarter dog than Spot.,Is the grammar of this sentence incorrect ?,1
5473,What his father wants him to be is a better pool player.,Is the grammar of this sentence correct ?,1
5474,A taller man than Bill is here.,Is the grammar of this sentence correct ?,1
5475,I've never known a smarter dog than Fido.,Is the grammar of this sentence correct ?,1
5476,He's so tall a man that doors are dangerous to him.,Is the grammar of this sentence correct ?,1
5477,He's such a tall man that doors are dangerous to him.,Is the grammar of this sentence correct ?,1
5478,He's such a tall man.,Is the grammar of this sentence incorrect ?,0
5479,He's such the tall man.,Is the grammar of this sentence correct ?,1
5480,What her mother wants her to be is such a fine surgeon that everyone will respect her.,Is the grammar of this sentence correct ?,1
5481,It was as awful a picture as it first seemed.,Is the grammar of this sentence incorrect ?,0
5482,It was so awful a picture as it first seemed.,Is the grammar of this sentence incorrect ?,1
5483,It wasn't as awful a picture as it first seemed.,Is the grammar of this sentence incorrect ?,0
5484,It wasn't such an awful picture as it first seemed.,Is the grammar of this sentence incorrect ?,0
5485,It was so awful a picture that I tore it up.,Is the grammar of this sentence incorrect ?,0
5486,It was such an awful picture that I tore it up.,Is the grammar of this sentence correct ?,1
