,label,context
4714,1,They paid a lot of attention to the matter.
4715,1,The son took care of his parents.
4716,1,The matter was paid a lot of attention to.
4717,1,A lot of attention was paid to the matter.
4718,0,New York was slept in.
4719,0,The lake was camped beside by my sister.
4720,1,The lake is not to be camped beside by anybody.
4721,0,Six inches were grown by the boy.
4722,0,A mile to work was run by him.
4723,1,The beans were grown by the gardener.
4724,1,The plums were weighed by the grocer.
4725,0,San Francisco has been lived in by my brother.
4726,1,The house has been lived in by several famous personages.
4727,0,Seoul was slept in by the businessman last night.
4728,1,This bed was surely slept in by a huge guy last night.
4729,1,Rosie got struck by lightning.
4730,1,I got phoned by a woman friend.
4731,1,He got hit in the face with the tip of a surfboard.
4732,1,John's bike got fixed or got stolen.
4733,0,The lesson got read by a priest.
4734,0,The letter got written by a poet.
4735,0,Tom got understood to have asked for a refund.
4736,0,Mary got heard to insult her parents.
4737,1,Is John clever?
4738,1,Who is clever?
4739,1,How clever you are!
4740,1,Be very clever.
4741,1,I ask you if this is what you want.
4742,1,Would you mind taking out the garbage?
4743,1,Can the child read the book?
4744,1,What can the child read?
4745,1,Which version did they recommend?
4746,1,With what did the baby eat the food?
4747,1,How did he eat the food?
4748,1,Which man did you talk to?
4749,1,To which man did you talk?
4750,1,How ill has Hobbs been?
4751,0,Which man did you talk?
4752,0,To which man did you talk to?
4753,1,Who do you think Hobbs imagined Mary said Tom saw?
4754,1,Who did Kim work for and Sandy rely on?
4755,0,Who did Kim work for and Sandy rely?
4756,0,Who did Kim work for and Sandy rely on Mary?
4757,1,You can rely on Edward's help.
4758,1,"Edward's help, you can rely on."
4759,1,We talked about the fact that he was sick for days.
4760,1,"The fact that he was sick for days, we talked about."
4761,0,You can rely on that he will help you.
4762,0,We talked about that he was sick for days.
4763,1,"That he was sick, we talked about for days."
4764,1,That arrows don't stop in midair is captured by this theory.
4765,0,Who did you see and a picture of?
4766,1,These qualities recommended him to Oliver.
4767,1,The UN recommended an enlarged peacekeeping force.
4768,1,This is the book which the teacher recommended.
4769,1,Who will they recommend?
4770,1,John put the books in a box.
4771,1,Which books did John put in the box?
4772,1,Where did John put the books?
4773,1,In which box did John put the book?
4774,1,How happy has John been?
4775,1,Who put the book in the box?
4776,1,Who DID put the book in the box?
4777,1,Who can put the book in the box?
4778,1,Who do you think visited Seoul last year?
4779,1,That's the UN delegate that the government thinks visits Seoul last year.
4780,1,Who do you believe that Sara invited?
4781,1,Who do you believe invited Sara?
4782,0,Who do you believe that invited Sara?
4783,0,Who do you think that would be nominated for the position?
4784,1,This is the kind of person who I doubt that under normal circumstances would have anything to do with such a scheme.
4785,1,John asks whose book his son likes.
4786,1,John has forgotten which player his son shouted at.
4787,1,He told me how many employees Karen introduced to the visitors.
4788,1,he had been reading the article.
4789,0,Tom denied which book he had been reading.
4790,0,Tom claimed how much money she had spent.
4791,0,John inquired that he should read it.
4792,0,Peter will decide that we should review the book.
4793,1,John inquired which book he should read.
4794,1,Peter will decide which book we should review.
4795,1,John told us that we should review the book.
4796,1,John told us which book we should review.
4797,1,In which box did he put the book?
4798,1,Which book by his father did he read?
4799,1,John asks in which box he put the book.
4800,1,John asks which book by his father he read.
4801,1,Kim has wondered in which room Gary stayed.
4802,1,Lee asked me how fond of chocolates the monkeys are.
4803,0,Kim has wondered that Gary stayed in the room.
4804,0,Kim asked me that the monkeys are very fond of chocolates.
4805,1,John knows whose book Mary bought and Tom borrowed from her.
4806,0,John knows whose book Mary bought and Tom talked.
4807,1,I don't know whether I should agree.
4808,1,She gets upset if I exclude her from anything.
4809,1,She gets upset whether I exclude her from anything.
4810,1,I wonder if you'd be kind enough to give us information.
4811,1,I am not certain about when he will come.
4812,1,I am not certain about whether he will go or not.
4813,0,I am not certain about if he will come.
4814,0,I am not certain about if he will go or not.
4815,1,I don't know where to go.
4816,1,I don't know what to do.
4817,1,I don't know how to do it.
4818,1,I don't know whether to agree with him or not.
4819,0,I don't know if to agree with him.
4820,0,I don't know that to agree with him or not.
4821,1,Fred knows which politician to support.
4822,1,Karen asked where to put the chairs.
4823,1,The student protected him.
4824,1,Who protected him?
4825,1,To protect him is not an easy task.
4826,0,Fred knows which politician for Karen to vote for.
4827,0,Fred knows which politician for her to vote for.
4828,0,Karen asked where for Jerry to put the chairs.
4829,0,Karen asked where for him to put the chairs.
4830,1,How carefully have you considered your future career?
4831,1,When can we register for graduation?
4832,1,Where do we go to register for graduation?
4833,1,Why have you borrowed my pencil?
4834,1,When did he say that he was fired?
4835,1,Where did he tell you that he met Mary?
4836,1,Why do you wonder whether she will invite me?
4837,1,How often did he ask when she will meet at the party?
4838,1,What causes students to select particular majors?
4839,1,Who will John ask for information about summer courses?
4840,1,Which textbook did the teacher use in the class last summer?
4841,1,Whose car is blocking the entrance to the store?
4842,1,Why do you think he left?
4843,1,Who do you guess will be here?
4844,1,Who do you think borrowed my book?
4845,1,Which city does Fred think that you believe that John lives in?
4846,1,I wonder on which shelf John will put the book?
4847,1,What proof that he has implicated have you found?
4848,1,Joseph has forgotten how many matches he has won.
4849,1,Fred will warn Martha that she should claim that her brother is patriotic.
4850,1,That Bill tried to discover which drawer Alice put the money in made us realize that we should have left him in Seoul.
4851,1,Jasper wonders which book he should attempt to persuade his students to buy.
4852,0,I wonder if on which shelve John will put the book.
4853,0,I wonder what city that Romans destroyed.
4854,0,John was wondering to whom he was referring to.
4855,0,Who do you think that has given the tickets to Bill?
4856,0,What city will Fred say that Mary thinks that John lives?
4857,0,On whom does Dana believe Chris knows Sandy trusts?
4858,0,The politician denied how the opponent was poisoned.
4859,0,Fred knows which book for the children to read during the summer vacation.
4860,1,This needs mending.
4861,0,This needs mending the shoe.
4862,0,He mended.
4863,1,He mended the shoe.
4864,1,This needs investigating.
4865,0,This needs investigating the problem.
4866,0,They investigated.
4867,1,They investigated the problem.
4868,1,The video which you recommended was really terrific.
4869,1,The video which I thought you recommended was really terrific.
4870,1,The video which I thought John told us you recommended was really terrific.
4871,1,the student who won the prize left.
4872,1,the student who everyone likes left.
4873,1,the person whom John gave the book to left.
4874,1,the day when I met her was sunny.
4875,1,The president who Fred voted for has resigned.
4876,1,The president that Fred voted for dislikes his opponents.
4877,1,The president Fred voted for has resigned.
4878,1,has no relative pronoun at all.
4879,1,He is the kind of person with whom to consult.
4880,1,These are the things for which to be thankful.
4881,1,We will invite volunteers on whom to work.
4882,1,This is the student pictures of whom appeared in the newspaper.
4883,0,Pictures of whom appeared in the newspaper?
4884,1,the people happy with the proposal left.
4885,1,the person standing on my foot is heavy.
4886,0,the paper to finish by tomorrow is too long.
4887,0,the person stand on my foot is heavy.
4888,0,the person stood on my foot is heavy.
4889,0,The student met the senator John met Bill.
4890,0,The student met the senator that John met Bill.
4891,0,The student met the senator for John to meet Bill.
4892,1,Jack is the person whom Jenny fell in love with.
4893,1,Jack is the person with whom Jenny fell in love.
4894,0,Jack is the person whom Jenny fell in love.
4895,1,I met the critic whose remarks I wanted to object to.
4896,1,This is the friend for whose mother Kim gave a party.
4897,1,The teacher set us a problem the answer to which we can find in the textbook.
4898,1,We called the senators who met Fred.
4899,1,The kid picked up the apple that fell down on the ground.
4900,0,The student met John came.
4901,0,The problem intrigued us bothered me.
4902,1,He made a statement which everyone thought was really interesting and important.
